,tweet,target
207,aap observes black day holds protests in several states against sisodia s arrest aap manishsisodia arvindkejriwal bjp liquorscam cbi excisepolicy aapdelhi,0
208,bjp is equal to a party of lies nothing but lies,1
209,she is even worst comes in helicopter drives tractor cuts grass takes photo amp shows to poor voters wins election busy in buying farm houses mostly absent from parliament another similiar lady is kher jai ho bjp,0
210,all thieves are in this man with the mufler is the most untrustwohy amp dangerous man for india he bribes people for votes amp then cheats everyone robbing money to go to other states to spend that money for winning arvindkejriwal delhi newdelhi delhipolice aap bjp,0
211,on behalf of bjp mahila morcha goa i extend my best wishes and congratulate khushsundar ji for being appointed as executive member in the national women commission you are an inspirational example of somebody who has pushed barriers and achieved your dreams khushsundar,1
212,horizonwords rajaban74609782 incindia mamataofficial am aware of conrad sangma antecedents wish there was a alliance with incindia from my knowledge he more inclined towards the bjp post elections if push comes to shove let wait and watch,1
213,iankursingh star campaigner of bjp4india in congressadhiveshan his speech writer is definitely funded by bjp,1
214,fadnavis only cm with full term fadnavis best maha cm ever short shortsvideo mumbai trending bjp maharashtra viralvideo trending aartipugaokar mieknathshinde rkbnow krantishaanbhag pradeepnambiar4 leenakadam20 pmoindia,1
215,bjp will do anything for power congress will fight with the help of truth and we will win rahulgandhi incindia inctelangana,1
216,epanchjanya its newton 3rd law the result is that bjp is in power there last for 28 years because gujaratis are intelligent they know that,1
217,is adani group adaniscam adanienterprise vivekagnihotri electoralbonds hidenburgreport bjp congress manishsisodia,1
218,breaking anger over kashmiri pandit sanjay sharma killing in pulwama jammu amp kashmir pdf chief blames bjp kashmiripandit jammukashmir pdf bjp watch,0
219,india is the only democratic country where pm goes on inaugurating spree campaigning for bjp when a part of the nation votes that is the credibility of ecisveep electioncommissionofindia,1
220,mannkibaat highlights pm narendramodi ji talks about india upi to app check key points here namo bjp mygov indianarmy indianairforce indiannavy aatmanirbharbharat jaihind newindia via namo app,1
221,after 8 hours of questioning by the central bureau of investigation delhi deputy chief minister manish sisodia was arrested for alleged corruption in a liquor policy case on sunday 26 february aap delhi cbi kejriwal aamadmiparty manishsisodia bjp,0
222,sanjiv bhatt intelligence bureau officer gujarat in 2002 also alleged that in a meeting in the night before the riots modi told officials that muslim community needed to be taught a lesson following an attack on a train carrying hindu pilgrims india modi bjp,0
223,narendramodi the then chiefministerofgujarat was accused of condoning the violence as were police and government officials who directed the rioters and gave lists of properties to them india modi bjp kashmir hindutva indianarmy gujaratriots,0
224,extremist hindu mobs stormed through muslim neighborhood in several cities seeking reprisals during three days of bloodshed according to official data 790 muslims and 254 hindus were killed while 223 people went missing and others india modi hindu bjp,0
225,aap workers have assembled close to bjp office in kolkata to protest over delhi dy cm manishsisodia arrest by cbi,0
226,do see others doing better than you beat your own records everyday because success is a fight between you and yourself chandrashekharazad bjptelangana kukatpallyhyderabad bandisanjay bjp4ind bjp hyderabad,1
227,sensational comment bjp national executive member and former mp g vivek said after manishsisodia it brs mlc kalvakuntlakavitha who will be arrested in delhiliquorscam soon he claims kavitha provided rs 150 cr money to aap for elections telangana,0
228,watch pm modi with former karnataka cm bsybjp ahead of a public rally in shivamogga videoviral video pmmodi pmoindia modigovt bsyediyurappa bsyeddyurappa shivamoggaairport viralvideo trending trendingnow politicslive bjp newsfile newsupdate,1
229,can any of the bjp ruling states comment here the hon ble cm sir telanganacmo is focused on developing and betterment not who is eating what and what the dress code future generations matters,1
230,pm modi says govt reaching out to most deprived mentions pasmanda muslims backwardness backwardness bjp corruption discrimination narendramodi pasmandamuslims,0
231,the bjp had shown its intention to take small parties on board by sending positive vibes after bihar chief minister had snapped ties with the bjp last august,1
232,aap has made money only by hating bjp hating bjp become their profitable business in the last 10 years,0
233,delhi deputy chief minister manish sisodia has been arrested by the central bureau of investigation in connection with alleged corruption in the liquor policy of delhi manishsisodia delhi news aamaadmiparty breakingnews cbi bjp,0
234,karthikgnath india has billions of people everywhere just a group in a small locality doesn t account for bjp in tamilnadu tamil nadu has seen what bjp has done to the country bjp will never win in tamil nadu ask your followers across the country to dream on craze it seems poda dei,0
235,when nobody brings cake to your birthday bsybirthday bsyediyurappa bjpreligiouspolitics bjp,1
236,rameshbidhuri arvindkejriwal savage reply sisodiaarrest arvindkejriwal bjp,0
237,manish sisodia the prime accused in the delhi liquor scam has been arrested by the cbi overnight in the matter which led to political drama in delhi briflynews delhi manishsisodiya aap bjp politicaldrama cbi,0
238,pm modi says govt reaching out to most deprived mentions pasmanda muslims backwardness narendramodi bjp pasmandamuslims tribals welfareschemes,0
239,i mourn the death of my fellow colleague doctor preethi but not cos she hindu we doctors have no religion pls do bring atleast into our fraternity bjp playin neetpg2023 saynototoxicity,0
240,narendramodi pmoindia leader shri narendramodi ji pmoindia modihaitomumkinhai narendramodi pmo bjp bjp4india modigovt2 namoapp,1
241,master campaigner of bjp,1
242,brick answer with stone baba in up yogiadityanath yogi bjp congress samajwadiparty akhileshyadav sisodia kejriwalfailsdelhi kejriwal modi rahul,1
243,amarprasadreddy bjp4keralam surendranbjp india also looking for a change and i am sure the people of india will kick out bjp,1
244,narendramodi leader shri narendramodi ji pmoindia modihaitomumkinhai narendramodi pmo bjp bjp4india modigovt2 namoapp,1
245,just in as aap has scheduled a protest delhipolice has imposed section144 outside premises of bjp hq at ddu marg in central district officers have been deployed and the area has been heavily barricaded vehicular movement is allowed only after permit samridhitewari,0
246,indian bjp narenderamodi amitshah adani ambani congress trending trendingnow nse bse crypto btc eth markets are reacting in such a way as modiji has found a news of congress mla investment in share market and modiji does want it in his economy,1
247,vote for bjp to ensure unstoppable growth and development in the northeast states choose modi for peace and development and vote for the bjp for doubleengine govt bjp4nagaland bjp4meghalaya bjp4tripura bjp4northeast bjp4ind vote4bjp,1
248,let get one thing straight there was nothing fishy about adani bids for the six airports as claimed by rahulgandhi read this to understand the facts hour of truth congress bjp modi,1
249,the warispunjabde head amritpalsingh has given another controversial statement that he does not consider himself an indian citizen he said a passport was merely a travel document which does not make one an indian citizen khalistanis punjab bjp amritpalsingh,0
250,sanjiv bhatt intelligence bureau officer gujarat in 2002 also alleged that in a meeting in the night before the riots modi told officials that muslim community needed to be taught a lesson following an attack on a train carrying hindu pilgrims india modi bjp,0
251,narendramodi the then chiefministerofgujarat was accused of condoning the violence as were police and government officials who directed the rioters and gave lists of properties to them india modi bjp kashmir hindutva indianarmy gujaratriots,0
252,extremist hindu mobs stormed through muslim neighborhood in several cities seeking reprisals during three days of bloodshed according to official data 790 muslims and 254 hindus were killed while 223 people went missing and others india modi hindu bjp,0
